,total_bookings,cancelled_bookings,missed_bookings,total_bookings_month_1,total_bookings_month_2,total_bookings_month_3,cancelled_bookings_month_1,cancelled_bookings_month_2,cancelled_bookings_month_3,missed_bookings_month_1,missed_bookings_month_2,missed_bookings_month_3,is_male,is_female,age,prediction_start_date_month,prediction_start_date_year,total_bookings_month_1_to_3_diff,cancelled_bookings_month_1_to_3_diff,missed_bookings_month_1_to_3_diff,did_churn
2040,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2041,1,0,1,0,1,0,0,0,0,0,1,0,False,True,46.0,3,2019,0,0,0,True
2042,7,0,0,1,4,2,0,0,0,0,0,0,False,False,61.0,3,2019,1,0,0,False
2043,1,0,0,0,0,1,0,0,0,0,0,0,False,False,61.0,3,2019,1,0,0,True
2044,2,0,0,1,1,0,0,0,0,0,0,0,True,False,38.0,3,2019,-1,0,0,True
2045,1,0,0,0,1,0,0,0,0,0,0,0,True,False,11.0,3,2019,0,0,0,True
2046,13,0,0,5,1,7,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,2,0,0,False
2047,2,0,0,1,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,False
2048,15,0,0,6,5,4,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-2,0,0,False
2049,1,0,1,0,0,1,0,0,0,0,0,1,True,False,37.54882613133719,3,2019,1,0,1,True
2050,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,True
2051,2,0,2,0,2,0,0,0,0,0,2,0,False,True,24.0,3,2019,0,0,0,True
2052,3,0,0,1,2,0,0,0,0,0,0,0,False,True,24.0,3,2019,-1,0,0,True
2053,19,0,0,7,7,5,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-2,0,0,False
2054,3,0,0,0,0,3,0,0,0,0,0,0,False,True,35.0,3,2019,3,0,0,False
2055,11,1,1,0,6,5,0,0,1,0,0,1,False,False,37.54882613133719,3,2019,5,1,1,False
2056,6,0,0,6,0,0,0,0,0,0,0,0,True,False,23.0,3,2019,-6,0,0,True
2057,28,0,0,9,9,10,0,0,0,0,0,0,True,False,19.0,3,2019,1,0,0,False
2058,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2059,3,0,0,3,0,0,0,0,0,0,0,0,False,True,9.0,3,2019,-3,0,0,True
2060,2,0,1,1,1,0,0,0,0,1,0,0,False,True,39.0,3,2019,-1,0,-1,True
2061,1,0,0,0,1,0,0,0,0,0,0,0,False,False,28.0,3,2019,0,0,0,True
2062,7,0,0,3,2,2,0,0,0,0,0,0,False,False,3.0,3,2019,-1,0,0,False
2063,9,4,4,2,6,1,1,3,0,1,3,0,False,False,43.0,3,2019,-1,-1,-1,False
2064,5,0,0,0,2,3,0,0,0,0,0,0,True,False,59.0,3,2019,3,0,0,False
2065,4,0,0,2,2,0,0,0,0,0,0,0,False,False,39.0,3,2019,-2,0,0,False
2066,8,0,0,1,4,3,0,0,0,0,0,0,True,False,34.0,3,2019,2,0,0,False
2067,5,0,0,3,0,2,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,False
2068,19,0,0,7,4,8,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,False
2069,4,0,0,4,0,0,0,0,0,0,0,0,False,True,42.0,3,2019,-4,0,0,True
2070,1,0,0,1,0,0,0,0,0,0,0,0,False,True,52.0,3,2019,-1,0,0,True
2071,12,0,0,0,5,7,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,7,0,0,False
2072,44,6,0,11,14,19,4,2,0,0,0,0,False,True,46.0,3,2019,8,-4,0,False
2073,10,1,1,0,0,10,0,0,1,0,0,1,True,False,33.0,3,2019,10,1,1,False
2074,8,0,4,3,2,3,0,0,0,0,1,3,False,False,6.0,3,2019,0,0,3,False
2075,27,0,2,9,13,5,0,0,0,0,2,0,True,False,35.0,3,2019,-4,0,0,False
2076,2,0,0,2,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-2,0,0,True
2077,4,0,0,0,4,0,0,0,0,0,0,0,False,False,32.0,3,2019,0,0,0,True
2078,2,0,0,2,0,0,0,0,0,0,0,0,False,False,36.0,3,2019,-2,0,0,True
2079,27,0,6,3,13,11,0,0,0,0,3,3,False,True,16.0,3,2019,8,0,3,False
2080,7,0,3,5,0,2,0,0,0,3,0,0,False,False,30.0,3,2019,-3,0,-3,True
2081,5,0,1,0,4,1,0,0,0,0,0,1,False,True,37.54882613133719,3,2019,1,0,1,True
2082,2,0,0,2,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-2,0,0,True
2083,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2084,6,0,0,3,3,0,0,0,0,0,0,0,False,True,70.0,3,2019,-3,0,0,False
2085,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2086,1,0,0,0,1,0,0,0,0,0,0,0,False,False,31.0,3,2019,0,0,0,True
2087,1,0,0,0,0,1,0,0,0,0,0,0,False,True,40.0,3,2019,1,0,0,True
2088,1,0,0,0,1,0,0,0,0,0,0,0,False,True,43.0,3,2019,0,0,0,True
2089,1,0,0,0,0,1,0,0,0,0,0,0,False,True,28.0,3,2019,1,0,0,True
2090,1,0,0,0,1,0,0,0,0,0,0,0,False,True,21.0,3,2019,0,0,0,True
2091,4,0,0,0,1,3,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,3,0,0,True
2092,1,0,0,0,0,1,0,0,0,0,0,0,False,True,27.0,3,2019,1,0,0,True
2093,1,0,0,0,0,1,0,0,0,0,0,0,True,False,37.54882613133719,3,2019,1,0,0,True
2094,3,0,0,3,0,0,0,0,0,0,0,0,True,False,35.0,3,2019,-3,0,0,True
2095,11,2,2,3,4,4,1,1,0,1,1,0,False,True,53.0,3,2019,1,-1,-1,False
2096,1,0,0,0,0,1,0,0,0,0,0,0,False,True,19.0,3,2019,1,0,0,True
2097,30,0,0,23,7,0,0,0,0,0,0,0,False,True,69.0,3,2019,-23,0,0,False
2098,15,0,0,15,0,0,0,0,0,0,0,0,False,True,40.0,3,2019,-15,0,0,False
2099,5,0,0,3,2,0,0,0,0,0,0,0,True,False,37.54882613133719,3,2019,-3,0,0,True
2100,12,1,1,5,5,2,1,0,0,1,0,0,False,True,67.0,3,2019,-3,-1,-1,False
2101,28,0,0,8,11,9,0,0,0,0,0,0,True,False,42.0,3,2019,1,0,0,False
2102,6,0,0,2,1,3,0,0,0,0,0,0,False,True,39.0,3,2019,1,0,0,False
2103,12,0,3,2,10,0,0,0,0,0,3,0,False,True,36.0,3,2019,-2,0,0,True
2104,11,0,0,0,6,5,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,5,0,0,False
2105,4,0,0,2,2,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-2,0,0,False
2106,3,0,0,1,1,1,0,0,0,0,0,0,True,False,22.0,3,2019,0,0,0,False
2107,3,1,0,3,0,0,1,0,0,0,0,0,False,True,25.0,3,2019,-3,-1,0,True
2108,25,0,1,7,9,9,0,0,0,1,0,0,False,False,37.54882613133719,3,2019,2,0,-1,False
2109,1,0,0,0,1,0,0,0,0,0,0,0,True,False,37.54882613133719,3,2019,0,0,0,False
2110,2,0,0,2,0,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-2,0,0,False
2111,5,0,0,4,1,0,0,0,0,0,0,0,False,True,28.0,3,2019,-4,0,0,False
2112,18,1,1,2,12,4,0,0,1,0,0,1,False,False,37.54882613133719,3,2019,2,1,1,False
2113,15,0,3,4,4,7,0,0,0,3,0,0,False,False,37.54882613133719,3,2019,3,0,-3,False
2114,1,0,0,1,0,0,0,0,0,0,0,0,True,False,55.0,3,2019,-1,0,0,True
2115,2,1,1,2,0,0,1,0,0,1,0,0,False,True,49.0,3,2019,-2,-1,-1,True
2116,1,0,0,1,0,0,0,0,0,0,0,0,False,True,44.0,3,2019,-1,0,0,False
2117,3,0,0,0,2,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,True
2118,5,0,0,0,3,2,0,0,0,0,0,0,False,False,54.0,3,2019,2,0,0,False
2119,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,True
2120,1,0,0,0,1,0,0,0,0,0,0,0,True,False,46.0,3,2019,0,0,0,False
2121,42,0,2,12,14,16,0,0,0,1,0,1,False,True,62.0,3,2019,4,0,0,False
2122,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2123,24,1,1,10,5,9,0,0,1,0,0,1,False,False,37.54882613133719,3,2019,-1,1,1,False
2124,1,0,0,1,0,0,0,0,0,0,0,0,False,True,34.0,3,2019,-1,0,0,True
2125,1,0,0,0,0,1,0,0,0,0,0,0,False,True,20.0,3,2019,1,0,0,False
2126,1,0,1,1,0,0,0,0,0,1,0,0,False,False,37.54882613133719,3,2019,-1,0,-1,True
2127,20,0,0,0,0,20,0,0,0,0,0,0,False,False,18.0,3,2019,20,0,0,False
2128,1,0,1,1,0,0,0,0,0,1,0,0,False,True,54.0,3,2019,-1,0,-1,True
2129,4,0,1,2,1,1,0,0,0,0,1,0,False,False,37.54882613133719,3,2019,-1,0,0,False
2130,1,0,0,0,1,0,0,0,0,0,0,0,False,True,25.0,3,2019,0,0,0,True
2131,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2132,3,1,1,0,0,3,0,0,1,0,0,1,False,True,24.0,3,2019,3,1,1,False
2133,53,0,0,16,19,18,0,0,0,0,0,0,False,False,28.0,3,2019,2,0,0,False
2134,4,0,0,2,0,2,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2135,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-1,0,0,True
2136,5,0,0,5,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-5,0,0,True
2137,7,0,0,2,2,3,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2138,1,0,0,0,0,1,0,0,0,0,0,0,False,True,59.0,3,2019,1,0,0,True
2139,1,0,0,0,0,1,0,0,0,0,0,0,False,False,55.0,3,2019,1,0,0,True
2140,1,0,0,0,1,0,0,0,0,0,0,0,False,True,38.0,3,2019,0,0,0,False
2141,7,1,1,5,2,0,1,0,0,1,0,0,False,False,37.54882613133719,3,2019,-5,-1,-1,False
2142,1,0,0,1,0,0,0,0,0,0,0,0,True,False,10.0,3,2019,-1,0,0,True
2143,2,0,1,1,1,0,0,0,0,1,0,0,False,True,37.54882613133719,3,2019,-1,0,-1,True
2144,6,0,0,0,3,3,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,3,0,0,False
2145,16,0,0,0,6,10,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,10,0,0,False
2146,1,0,0,1,0,0,0,0,0,0,0,0,False,False,21.0,3,2019,-1,0,0,True
2147,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2148,2,0,1,0,0,2,0,0,0,0,0,1,False,True,29.0,3,2019,2,0,1,True
2149,4,0,0,2,2,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-2,0,0,True
2150,1,0,0,0,0,1,0,0,0,0,0,0,False,True,52.0,3,2019,1,0,0,True
2151,7,0,0,0,2,5,0,0,0,0,0,0,True,False,42.0,3,2019,5,0,0,False
2152,19,0,0,6,5,8,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,2,0,0,False
2153,2,0,0,0,2,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,0,0,0,True
2154,15,0,0,6,3,6,0,0,0,0,0,0,True,False,44.0,3,2019,0,0,0,False
2155,4,0,0,0,2,2,0,0,0,0,0,0,False,False,17.0,3,2019,2,0,0,True
2156,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,True
2157,1,0,0,0,0,1,0,0,0,0,0,0,False,False,25.0,3,2019,1,0,0,True
2158,8,0,0,1,7,0,0,0,0,0,0,0,False,False,46.0,3,2019,-1,0,0,True
2159,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,True
2160,4,0,1,4,0,0,0,0,0,1,0,0,False,True,14.0,3,2019,-4,0,-1,False
2161,38,1,3,13,12,13,0,0,1,0,0,3,False,True,51.0,3,2019,0,1,3,False
2162,2,0,0,0,1,1,0,0,0,0,0,0,False,True,47.0,3,2019,1,0,0,True
2163,1,0,0,1,0,0,0,0,0,0,0,0,False,True,30.0,3,2019,-1,0,0,True
2164,9,1,1,2,3,4,0,0,1,0,0,1,False,False,35.0,3,2019,2,1,1,False
2165,12,0,0,4,5,3,0,0,0,0,0,0,True,False,83.0,3,2019,-1,0,0,False
2166,1,0,0,1,0,0,0,0,0,0,0,0,False,True,32.0,3,2019,-1,0,0,True
2167,1,0,0,0,1,0,0,0,0,0,0,0,False,True,70.0,3,2019,0,0,0,False
2168,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2169,3,0,0,2,1,0,0,0,0,0,0,0,False,True,41.0,3,2019,-2,0,0,True
2170,2,0,0,0,0,2,0,0,0,0,0,0,False,True,53.0,3,2019,2,0,0,True
2171,2,0,0,0,0,2,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,2,0,0,False
2172,13,1,0,0,3,10,0,0,1,0,0,0,False,True,37.54882613133719,3,2019,10,1,0,False
2173,2,0,0,0,1,1,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,False
2174,23,1,0,12,11,0,1,0,0,0,0,0,False,True,22.0,3,2019,-12,-1,0,True
2175,1,0,0,1,0,0,0,0,0,0,0,0,False,True,26.0,3,2019,-1,0,0,True
2176,22,0,0,1,12,9,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,8,0,0,False
2177,20,0,0,12,6,2,0,0,0,0,0,0,False,True,38.0,3,2019,-10,0,0,False
2178,4,0,0,0,2,2,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,2,0,0,True
2179,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,True
2180,11,0,5,3,4,4,0,0,0,3,1,1,False,True,10.0,3,2019,1,0,-2,False
2181,29,0,0,9,12,8,0,0,0,0,0,0,False,True,41.0,3,2019,-1,0,0,False
2182,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,False
2183,12,7,0,6,6,0,3,4,0,0,0,0,False,True,29.0,3,2019,-6,-3,0,True
2184,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,True
2185,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-1,0,0,True
2186,1,0,0,0,1,0,0,0,0,0,0,0,True,False,25.0,3,2019,0,0,0,True
2187,1,0,0,0,0,1,0,0,0,0,0,0,False,True,32.0,3,2019,1,0,0,True
2188,23,0,0,6,8,9,0,0,0,0,0,0,False,True,76.0,3,2019,3,0,0,False
2189,35,1,0,1,12,22,0,1,0,0,0,0,True,False,29.0,3,2019,21,0,0,False
2190,70,0,2,18,38,14,0,0,0,2,0,0,False,True,40.0,3,2019,-4,0,-2,False
2191,26,0,0,0,8,18,0,0,0,0,0,0,True,False,61.0,3,2019,18,0,0,False
2192,30,0,0,7,12,11,0,0,0,0,0,0,False,True,44.0,3,2019,4,0,0,False
2193,42,0,0,9,16,17,0,0,0,0,0,0,False,True,38.0,3,2019,8,0,0,False
2194,4,0,0,4,0,0,0,0,0,0,0,0,False,True,36.0,3,2019,-4,0,0,False
2195,23,0,0,5,10,8,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,3,0,0,False
2196,10,0,0,5,2,3,0,0,0,0,0,0,True,False,42.0,3,2019,-2,0,0,False
2197,10,0,2,8,1,1,0,0,0,2,0,0,False,True,37.54882613133719,3,2019,-7,0,-2,False
2198,1,0,0,1,0,0,0,0,0,0,0,0,False,True,36.0,3,2019,-1,0,0,True
2199,1,0,0,0,1,0,0,0,0,0,0,0,False,True,49.0,3,2019,0,0,0,True
2200,3,0,0,0,1,2,0,0,0,0,0,0,False,False,38.0,3,2019,2,0,0,False
2201,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2202,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,True
2203,2,0,0,0,2,0,0,0,0,0,0,0,False,False,47.0,3,2019,0,0,0,True
2204,2,0,0,0,0,2,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,2,0,0,True
2205,3,1,1,0,0,3,0,0,1,0,0,1,False,True,37.54882613133719,3,2019,3,1,1,True
2206,1,0,0,0,1,0,0,0,0,0,0,0,False,True,37.0,3,2019,0,0,0,False
2207,21,0,6,17,0,4,0,0,0,6,0,0,False,False,37.54882613133719,3,2019,-13,0,-6,True
2208,6,0,0,2,0,4,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,2,0,0,True
2209,7,0,0,7,0,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-7,0,0,True
2210,3,0,1,0,2,1,0,0,0,0,1,0,False,False,27.0,3,2019,1,0,0,True
2211,3,0,0,0,3,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2212,5,0,0,1,2,2,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2213,23,0,1,2,10,11,0,0,0,0,1,0,True,False,8.0,3,2019,9,0,0,False
2214,7,0,0,0,7,0,0,0,0,0,0,0,False,False,55.0,3,2019,0,0,0,True
2215,27,9,0,15,8,4,3,3,3,0,0,0,False,True,37.0,3,2019,-11,0,0,False
2216,1,0,0,0,0,1,0,0,0,0,0,0,False,True,41.0,3,2019,1,0,0,True
2217,8,2,2,2,4,2,0,1,1,0,1,1,False,False,37.54882613133719,3,2019,0,1,1,False
2218,1,1,1,0,0,1,0,0,1,0,0,1,False,False,37.54882613133719,3,2019,1,1,1,True
2219,1,0,0,0,0,1,0,0,0,0,0,0,True,False,37.0,3,2019,1,0,0,False
2220,1,0,0,1,0,0,0,0,0,0,0,0,False,True,34.0,3,2019,-1,0,0,True
2221,1,0,0,0,1,0,0,0,0,0,0,0,False,True,30.0,3,2019,0,0,0,True
2222,1,0,0,0,1,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,0,0,0,False
2223,18,0,0,10,8,0,0,0,0,0,0,0,False,True,48.0,3,2019,-10,0,0,False
2224,2,0,0,1,1,0,0,0,0,0,0,0,False,True,51.0,3,2019,-1,0,0,False
2225,1,0,0,0,1,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,0,0,0,True
2226,33,0,0,17,16,0,0,0,0,0,0,0,False,True,69.0,3,2019,-17,0,0,False
2227,8,0,1,2,2,4,0,0,0,0,0,1,False,True,3.0,3,2019,2,0,1,False
2228,23,0,0,8,9,6,0,0,0,0,0,0,False,True,38.0,3,2019,-2,0,0,True
2229,1,0,0,0,0,1,0,0,0,0,0,0,True,False,40.0,3,2019,1,0,0,False
2230,5,0,0,2,2,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,False
2231,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-1,0,0,True
2232,9,0,0,0,7,2,0,0,0,0,0,0,False,False,25.0,3,2019,2,0,0,False
2233,2,0,0,0,2,0,0,0,0,0,0,0,False,True,28.0,3,2019,0,0,0,True
2234,6,0,0,5,1,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-5,0,0,False
2235,5,0,0,3,2,0,0,0,0,0,0,0,False,True,34.0,3,2019,-3,0,0,False
2236,1,0,0,1,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-1,0,0,True
2237,1,0,0,0,0,1,0,0,0,0,0,0,True,False,34.0,3,2019,1,0,0,True
2238,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,True
2239,2,0,0,0,1,1,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,True
2240,1,0,0,1,0,0,0,0,0,0,0,0,False,True,22.0,3,2019,-1,0,0,True
2241,1,0,0,0,0,1,0,0,0,0,0,0,False,True,31.0,3,2019,1,0,0,True
2242,23,0,0,8,8,7,0,0,0,0,0,0,False,True,43.0,3,2019,-1,0,0,False
2243,17,0,0,5,6,6,0,0,0,0,0,0,False,False,43.0,3,2019,1,0,0,False
2244,1,0,0,0,1,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,0,0,0,True
2245,14,0,0,4,6,4,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,False
2246,4,0,0,1,1,2,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2247,1,0,1,1,0,0,0,0,0,1,0,0,False,True,37.54882613133719,3,2019,-1,0,-1,True
2248,1,0,0,1,0,0,0,0,0,0,0,0,False,True,29.0,3,2019,-1,0,0,True
2249,1,0,0,0,0,1,0,0,0,0,0,0,False,False,31.0,3,2019,1,0,0,True
2250,4,0,0,0,3,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,True
2251,1,0,0,0,0,1,0,0,0,0,0,0,False,False,23.0,3,2019,1,0,0,False
2252,4,0,2,0,3,1,0,0,0,0,1,1,False,True,28.0,3,2019,1,0,1,True
2253,83,0,0,40,9,34,0,0,0,0,0,0,True,False,49.0,3,2019,-6,0,0,False
2254,1,0,0,0,1,0,0,0,0,0,0,0,False,True,36.0,3,2019,0,0,0,True
2255,2,0,0,0,0,2,0,0,0,0,0,0,False,True,46.0,3,2019,2,0,0,False
2256,9,0,0,6,2,1,0,0,0,0,0,0,True,False,37.54882613133719,3,2019,-5,0,0,True
2257,1,0,1,0,1,0,0,0,0,0,1,0,True,False,38.0,3,2019,0,0,0,False
2258,11,0,2,3,4,4,0,0,0,0,1,1,False,True,9.0,3,2019,1,0,1,False
2259,2,0,0,0,2,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,0,0,0,True
2260,15,0,1,0,13,2,0,0,0,0,1,0,False,False,37.54882613133719,3,2019,2,0,0,True
2261,2,0,0,2,0,0,0,0,0,0,0,0,False,False,42.0,3,2019,-2,0,0,True
2262,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2263,2,0,0,1,1,0,0,0,0,0,0,0,False,False,5.0,3,2019,-1,0,0,False
2264,3,0,0,0,0,3,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,3,0,0,False
2265,23,0,0,6,11,6,0,0,0,0,0,0,False,False,44.0,3,2019,0,0,0,False
2266,3,0,0,2,1,0,0,0,0,0,0,0,False,True,37.0,3,2019,-2,0,0,True
2267,5,0,1,4,1,0,0,0,0,1,0,0,False,False,37.54882613133719,3,2019,-4,0,-1,False
2268,17,0,0,5,6,6,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2269,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,False
2270,11,0,0,4,3,4,0,0,0,0,0,0,False,True,44.0,3,2019,0,0,0,False
2271,8,0,0,1,3,4,0,0,0,0,0,0,False,True,43.0,3,2019,3,0,0,False
2272,5,0,0,1,3,1,0,0,0,0,0,0,True,False,33.0,3,2019,0,0,0,True
2273,8,0,0,7,1,0,0,0,0,0,0,0,False,True,40.0,3,2019,-7,0,0,False
2274,3,0,0,1,2,0,0,0,0,0,0,0,False,True,30.0,3,2019,-1,0,0,False
2275,1,0,0,0,0,1,0,0,0,0,0,0,False,True,121.0,3,2019,1,0,0,True
2276,1,0,0,0,1,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,0,0,0,True
2277,1,0,1,0,0,1,0,0,0,0,0,1,False,False,37.54882613133719,3,2019,1,0,1,True
2278,5,0,0,0,3,2,0,0,0,0,0,0,True,False,10.0,3,2019,2,0,0,False
2279,1,0,0,0,0,1,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,1,0,0,False
2280,24,0,0,11,6,7,0,0,0,0,0,0,False,True,43.0,3,2019,-4,0,0,False
2281,1,0,0,0,1,0,0,0,0,0,0,0,False,False,29.0,3,2019,0,0,0,True
2282,3,0,0,0,1,2,0,0,0,0,0,0,True,False,38.0,3,2019,2,0,0,False
2283,10,0,0,2,4,4,0,0,0,0,0,0,False,True,56.0,3,2019,2,0,0,False
2284,5,0,0,2,2,1,0,0,0,0,0,0,False,True,40.0,3,2019,-1,0,0,False
2285,3,2,2,0,3,0,0,2,0,0,2,0,False,True,50.0,3,2019,0,0,0,False
2286,1,0,0,0,0,1,0,0,0,0,0,0,False,True,30.0,3,2019,1,0,0,True
2287,3,0,1,2,1,0,0,0,0,0,1,0,False,True,37.54882613133719,3,2019,-2,0,0,True
2288,6,0,1,3,2,1,0,0,0,1,0,0,False,False,2.0,3,2019,-2,0,-1,False
2289,2,0,0,2,0,0,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,-2,0,0,True
2290,37,0,0,10,27,0,0,0,0,0,0,0,True,False,30.0,3,2019,-10,0,0,False
2291,1,1,1,1,0,0,1,0,0,1,0,0,False,False,37.54882613133719,3,2019,-1,-1,-1,True
2292,1,0,0,0,0,1,0,0,0,0,0,0,False,False,25.0,3,2019,1,0,0,True
2293,1,0,0,0,1,0,0,0,0,0,0,0,False,False,44.0,3,2019,0,0,0,True
2294,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,False
2295,1,0,0,0,0,1,0,0,0,0,0,0,False,True,30.0,3,2019,1,0,0,False
2296,2,0,0,1,1,0,0,0,0,0,0,0,False,True,25.0,3,2019,-1,0,0,True
2297,11,1,0,3,5,3,0,0,1,0,0,0,True,False,37.54882613133719,3,2019,0,1,0,False
2298,1,0,0,1,0,0,0,0,0,0,0,0,False,True,32.0,3,2019,-1,0,0,True
2299,1,0,0,0,1,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,0,0,0,True
2300,4,0,4,0,0,4,0,0,0,0,0,4,False,False,37.54882613133719,3,2019,4,0,4,True
2301,1,0,0,0,0,1,0,0,0,0,0,0,False,True,43.0,3,2019,1,0,0,False
2302,9,0,0,9,0,0,0,0,0,0,0,0,True,False,37.54882613133719,3,2019,-9,0,0,True
2303,3,0,0,3,0,0,0,0,0,0,0,0,False,True,54.0,3,2019,-3,0,0,False
2304,1,0,0,0,0,1,0,0,0,0,0,0,False,False,42.0,3,2019,1,0,0,False
2305,105,6,6,39,32,34,3,1,2,3,1,2,False,True,40.0,3,2019,-5,-1,-1,False
2306,5,0,0,0,2,3,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,3,0,0,False
2307,28,0,3,13,8,7,0,0,0,1,2,0,False,False,37.54882613133719,3,2019,-6,0,-1,False
2308,1,0,0,1,0,0,0,0,0,0,0,0,False,True,37.54882613133719,3,2019,-1,0,0,True
2309,2,0,0,0,0,2,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,2,0,0,True
2310,1,0,0,0,0,1,0,0,0,0,0,0,False,False,37.54882613133719,3,2019,1,0,0,True
2311,3,0,0,0,2,1,0,0,0,0,0,0,False,True,55.0,3,2019,1,0,0,False
2312,1,0,0,0,1,0,0,0,0,0,0,0,False,True,23.0,3,2019,0,0,0,True
2313,1,0,0,1,0,0,0,0,0,0,0,0,False,False,65.0,3,2019,-1,0,0,True
2314,7,0,0,6,1,0,0,0,0,0,0,0,False,True,36.0,3,2019,-6,0,0,True
